comments,duration,languages,name,ratings,tags,title,views
197,828,32,Jonathan Drori: The beautiful tricks of flowers,"[{'id': 8, 'name': 'Informative', 'count': 396}, {'id': 22, 'name': 'Fascinating', 'count': 513}, {'id': 10, 'name': 'Inspiring', 'count': 72}, {'id': 1, 'name': 'Beautiful', 'count': 564}, {'id': 25, 'name': 'OK', 'count': 62}, {'id': 9, 'name': 'Ingenious', 'count': 45}, {'id': 7, 'name': 'Funny', 'count': 136}, {'id': 23, 'name': 'Jaw-dropping', 'count': 47}, {'id': 3, 'name': 'Courageous', 'count': 14}, {'id': 26, 'name': 'Obnoxious', 'count': 5}, {'id': 11, 'name': 'Longwinded', 'count': 23}, {'id': 24, 'name': 'Persuasive', 'count': 13}, {'id': 21, 'name': 'Unconvincing', 'count': 4}, {'id': 2, 'name': 'Confusing', 'count': 0}]","['bees', 'biology', 'botany', 'environment', 'insects', 'life', 'plants', 'science', 'sex']",The beautiful tricks of flowers,938976
216,1337,22,Simon Lewis: Don't take consciousness for granted,"[{'id': 10, 'name': 'Inspiring', 'count': 284}, {'id': 8, 'name': 'Informative', 'count': 167}, {'id': 3, 'name': 'Courageous', 'count': 150}, {'id': 22, 'name': 'Fascinating', 'count': 220}, {'id': 23, 'name': 'Jaw-dropping', 'count': 160}, {'id': 21, 'name': 'Unconvincing', 'count': 36}, {'id': 2, 'name': 'Confusing', 'count': 36}, {'id': 24, 'name': 'Persuasive', 'count': 30}, {'id': 9, 'name': 'Ingenious', 'count': 49}, {'id': 11, 'name': 'Longwinded', 'count': 48}, {'id': 26, 'name': 'Obnoxious', 'count': 8}, {'id': 25, 'name': 'OK', 'count': 21}, {'id': 1, 'name': 'Beautiful', 'count': 21}, {'id': 7, 'name': 'Funny', 'count': 0}]","['consciousness', 'medicine', 'technology']",Don't take consciousness for granted,690977
164,253,37,Nina Tandon: Caring for engineered tissue,"[{'id': 21, 'name': 'Unconvincing', 'count': 53}, {'id': 24, 'name': 'Persuasive', 'count': 23}, {'id': 9, 'name': 'Ingenious', 'count': 30}, {'id': 22, 'name': 'Fascinating', 'count': 126}, {'id': 2, 'name': 'Confusing', 'count': 14}, {'id': 8, 'name': 'Informative', 'count': 136}, {'id': 3, 'name': 'Courageous', 'count': 7}, {'id': 10, 'name': 'Inspiring', 'count': 114}, {'id': 25, 'name': 'OK', 'count': 131}, {'id': 23, 'name': 'Jaw-dropping', 'count': 19}, {'id': 11, 'name': 'Longwinded', 'count': 13}, {'id': 26, 'name': 'Obnoxious', 'count': 21}, {'id': 1, 'name': 'Beautiful', 'count': 110}, {'id': 7, 'name': 'Funny', 'count': 11}]","['TED Fellows', 'biology', 'biomimicry', 'biotech', 'science']",Caring for engineered tissue,490275
123,892,34,Rebecca MacKinnon: Let's take back the Internet!,"[{'id': 10, 'name': 'Inspiring', 'count': 186}, {'id': 8, 'name': 'Informative', 'count': 342}, {'id': 3, 'name': 'Courageous', 'count': 158}, {'id': 24, 'name': 'Persuasive', 'count': 323}, {'id': 22, 'name': 'Fascinating', 'count': 52}, {'id': 25, 'name': 'OK', 'count': 68}, {'id': 23, 'name': 'Jaw-dropping', 'count': 18}, {'id': 11, 'name': 'Longwinded', 'count': 67}, {'id': 2, 'name': 'Confusing', 'count': 12}, {'id': 21, 'name': 'Unconvincing', 'count': 36}, {'id': 1, 'name': 'Beautiful', 'count': 6}, {'id': 9, 'name': 'Ingenious', 'count': 17}, {'id': 26, 'name': 'Obnoxious', 'count': 20}, {'id': 7, 'name': 'Funny', 'count': 3}]","['Surveillance', 'culture', 'protests', 'social media']",Let's take back the Internet!,735708
264,1073,29,Maajid Nawaz: A global culture to fight extremism,"[{'id': 9, 'name': 'Ingenious', 'count': 57}, {'id': 1, 'name': 'Beautiful', 'count': 21}, {'id': 22, 'name': 'Fascinating', 'count': 135}, {'id': 21, 'name': 'Unconvincing', 'count': 42}, {'id': 25, 'name': 'OK', 'count': 42}, {'id': 3, 'name': 'Courageous', 'count': 208}, {'id': 10, 'name': 'Inspiring', 'count': 253}, {'id': 24, 'name': 'Persuasive', 'count': 281}, {'id': 8, 'name': 'Informative', 'count': 266}, {'id': 23, 'name': 'Jaw-dropping', 'count': 33}, {'id': 7, 'name': 'Funny', 'count': 5}, {'id': 11, 'name': 'Longwinded', 'count': 21}, {'id': 2, 'name': 'Confusing', 'count': 25}, {'id': 26, 'name': 'Obnoxious', 'count': 8}]","['culture', 'democracy', 'global issues', 'politics']",A global culture to fight extremism,703559
316,1087,34,"Tim Harford: Trial, error and the God complex","[{'id': 23, 'name': 'Jaw-dropping', 'count': 132}, {'id': 10, 'name': 'Inspiring', 'count': 878}, {'id': 24, 'name': 'Persuasive', 'count': 730}, {'id': 3, 'name': 'Courageous', 'count': 243}, {'id': 8, 'name': 'Informative', 'count': 439}, {'id': 11, 'name': 'Longwinded', 'count': 79}, {'id': 25, 'name': 'OK', 'count': 91}, {'id': 9, 'name': 'Ingenious', 'count': 208}, {'id': 22, 'name': 'Fascinating', 'count': 446}, {'id': 21, 'name': 'Unconvincing', 'count': 66}, {'id': 7, 'name': 'Funny', 'count': 54}, {'id': 1, 'name': 'Beautiful', 'count': 86}, {'id': 2, 'name': 'Confusing', 'count': 28}, {'id': 26, 'name': 'Obnoxious', 'count': 28}]","['business', 'creativity', 'culture', 'society']","Trial, error and the God complex",1734555
199,818,34,Nadia Al-Sakkaf: See Yemen through my eyes,"[{'id': 3, 'name': 'Courageous', 'count': 179}, {'id': 1, 'name': 'Beautiful', 'count': 63}, {'id': 10, 'name': 'Inspiring', 'count': 194}, {'id': 7, 'name': 'Funny', 'count': 15}, {'id': 22, 'name': 'Fascinating', 'count': 35}, {'id': 8, 'name': 'Informative', 'count': 97}, {'id': 24, 'name': 'Persuasive', 'count': 31}, {'id': 25, 'name': 'OK', 'count': 17}, {'id': 21, 'name': 'Unconvincing', 'count': 6}, {'id': 23, 'name': 'Jaw-dropping', 'count': 8}, {'id': 9, 'name': 'Ingenious', 'count': 7}, {'id': 26, 'name': 'Obnoxious', 'count': 3}, {'id': 11, 'name': 'Longwinded', 'count': 7}, {'id': 2, 'name': 'Confusing', 'count': 0}]","['communication', 'global issues', 'journalism', 'war', 'women']",See Yemen through my eyes,498409
222,1054,39,"Mikko Hypponen: Fighting viruses, defending the net","[{'id': 8, 'name': 'Informative', 'count': 929}, {'id': 23, 'name': 'Jaw-dropping', 'count': 217}, {'id': 7, 'name': 'Funny', 'count': 282}, {'id': 3, 'name': 'Courageous', 'count': 82}, {'id': 24, 'name': 'Persuasive', 'count': 462}, {'id': 10, 'name': 'Inspiring', 'count': 323}, {'id': 22, 'name': 'Fascinating', 'count': 581}, {'id': 9, 'name': 'Ingenious', 'count': 157}, {'id': 25, 'name': 'OK', 'count': 70}, {'id': 2, 'name': 'Confusing', 'count': 9}, {'id': 26, 'name': 'Obnoxious', 'count': 13}, {'id': 21, 'name': 'Unconvincing', 'count': 29}, {'id': 11, 'name': 'Longwinded', 'count': 22}, {'id': 1, 'name': 'Beautiful', 'count': 42}]","['Internet', 'TEDx', 'computers', 'crime', 'global issues', 'technology', 'virus']","Fighting viruses, defending the net",1660801
621,835,37,"Thandie Newton: Embracing otherness, embracing myself","[{'id': 11, 'name': 'Longwinded', 'count': 121}, {'id': 21, 'name': 'Unconvincing', 'count': 111}, {'id': 1, 'name': 'Beautiful', 'count': 1698}, {'id': 10, 'name': 'Inspiring', 'count': 2203}, {'id': 8, 'name': 'Informative', 'count': 242}, {'id': 3, 'name': 'Courageous', 'count': 1000}, {'id': 22, 'name': 'Fascinating', 'count': 499}, {'id': 23, 'name': 'Jaw-dropping', 'count': 247}, {'id': 9, 'name': 'Ingenious', 'count': 138}, {'id': 24, 'name': 'Persuasive', 'count': 325}, {'id': 2, 'name': 'Confusing', 'count': 92}, {'id': 25, 'name': 'OK', 'count': 135}, {'id': 7, 'name': 'Funny', 'count': 24}, {'id': 26, 'name': 'Obnoxious', 'count': 60}]","['culture', 'entertainment', 'film', 'psychology', 'self']","Embracing otherness, embracing myself",2462734
292,922,36,Kevin Slavin: How algorithms shape our world,"[{'id': 24, 'name': 'Persuasive', 'count': 441}, {'id': 8, 'name': 'Informative', 'count': 1360}, {'id': 7, 'name': 'Funny', 'count': 158}, {'id': 22, 'name': 'Fascinating', 'count': 1729}, {'id': 9, 'name': 'Ingenious', 'count': 546}, {'id': 23, 'name': 'Jaw-dropping', 'count': 811}, {'id': 25, 'name': 'OK', 'count': 128}, {'id': 2, 'name': 'Confusing', 'count': 91}, {'id': 10, 'name': 'Inspiring', 'count': 347}, {'id': 1, 'name': 'Beautiful', 'count': 128}, {'id': 3, 'name': 'Courageous', 'count': 66}, {'id': 21, 'name': 'Unconvincing', 'count': 71}, {'id': 26, 'name': 'Obnoxious', 'count': 26}, {'id': 11, 'name': 'Longwinded', 'count': 47}]","['complexity', 'computers', 'social change', 'technology']",How algorithms shape our world,3688975
440,379,45,Markus Fischer: A robot that flies like a bird,"[{'id': 23, 'name': 'Jaw-dropping', 'count': 1487}, {'id': 22, 'name': 'Fascinating', 'count': 1197}, {'id': 9, 'name': 'Ingenious', 'count': 1333}, {'id': 24, 'name': 'Persuasive', 'count': 73}, {'id': 1, 'name': 'Beautiful', 'count': 630}, {'id': 8, 'name': 'Informative', 'count': 260}, {'id': 25, 'name': 'OK', 'count': 119}, {'id': 10, 'name': 'Inspiring', 'count': 721}, {'id': 21, 'name': 'Unconvincing', 'count': 20}, {'id': 2, 'name': 'Confusing', 'count': 16}, {'id': 11, 'name': 'Longwinded', 'count': 24}, {'id': 26, 'name': 'Obnoxious', 'count': 13}, {'id': 3, 'name': 'Courageous', 'count': 59}, {'id': 7, 'name': 'Funny', 'count': 110}]","['animals', 'biomechanics', 'biomimicry', 'design', 'robots', 'technology']",A robot that flies like a bird,6264902
212,1202,31,Rory Stewart: Time to end the war in Afghanistan,"[{'id': 24, 'name': 'Persuasive', 'count': 521}, {'id': 3, 'name': 'Courageous', 'count': 210}, {'id': 10, 'name': 'Inspiring', 'count': 181}, {'id': 8, 'name': 'Informative', 'count': 316}, {'id': 22, 'name': 'Fascinating', 'count': 113}, {'id': 21, 'name': 'Unconvincing', 'count': 48}, {'id': 9, 'name': 'Ingenious', 'count': 38}, {'id': 1, 'name': 'Beautiful', 'count': 11}, {'id': 23, 'name': 'Jaw-dropping', 'count': 50}, {'id': 11, 'name': 'Longwinded', 'count': 14}, {'id': 26, 'name': 'Obnoxious', 'count': 14}, {'id': 25, 'name': 'OK', 'count': 20}, {'id': 2, 'name': 'Confusing', 'count': 9}, {'id': 7, 'name': 'Funny', 'count': 4}]","['Foreign Policy', 'Middle East', 'global issues', 'military', 'peace', 'war']",Time to end the war in Afghanistan,659276
238,1053,34,Geoffrey West: The surprising math of cities and corporations,"[{'id': 9, 'name': 'Ingenious', 'count': 313}, {'id': 22, 'name': 'Fascinating', 'count': 661}, {'id': 8, 'name': 'Informative', 'count': 644}, {'id': 1, 'name': 'Beautiful', 'count': 50}, {'id': 7, 'name': 'Funny', 'count': 33}, {'id': 24, 'name': 'Persuasive', 'count': 263}, {'id': 23, 'name': 'Jaw-dropping', 'count': 211}, {'id': 2, 'name': 'Confusing', 'count': 54}, {'id': 21, 'name': 'Unconvincing', 'count': 99}, {'id': 10, 'name': 'Inspiring', 'count': 175}, {'id': 11, 'name': 'Longwinded', 'count': 62}, {'id': 25, 'name': 'OK', 'count': 101}, {'id': 26, 'name': 'Obnoxious', 'count': 12}, {'id': 3, 'name': 'Courageous', 'count': 17}]","['biology', 'business', 'cities', 'complexity', 'infrastructure', 'math', 'science']",The surprising math of cities and corporations,1435933
212,977,41,Paul Bloom: The origins of pleasure,"[{'id': 7, 'name': 'Funny', 'count': 568}, {'id': 8, 'name': 'Informative', 'count': 960}, {'id': 10, 'name': 'Inspiring', 'count': 426}, {'id': 9, 'name': 'Ingenious', 'count': 204}, {'id': 22, 'name': 'Fascinating', 'count': 1125}, {'id': 23, 'name': 'Jaw-dropping', 'count': 127}, {'id': 25, 'name': 'OK', 'count': 112}, {'id': 24, 'name': 'Persuasive', 'count': 413}, {'id': 3, 'name': 'Courageous', 'count': 19}, {'id': 1, 'name': 'Beautiful', 'count': 123}, {'id': 26, 'name': 'Obnoxious', 'count': 7}, {'id': 21, 'name': 'Unconvincing', 'count': 15}, {'id': 2, 'name': 'Confusing', 'count': 4}, {'id': 11, 'name': 'Longwinded', 'count': 10}]","['happiness', 'philosophy', 'psychology', 'science']",The origins of pleasure,1948949
162,1150,32,Josette Sheeran: Ending hunger now,"[{'id': 11, 'name': 'Longwinded', 'count': 40}, {'id': 8, 'name': 'Informative', 'count': 258}, {'id': 25, 'name': 'OK', 'count': 42}, {'id': 10, 'name': 'Inspiring', 'count': 486}, {'id': 3, 'name': 'Courageous', 'count': 130}, {'id': 24, 'name': 'Persuasive', 'count': 306}, {'id': 2, 'name': 'Confusing', 'count': 9}, {'id': 23, 'name': 'Jaw-dropping', 'count': 82}, {'id': 9, 'name': 'Ingenious', 'count': 42}, {'id': 26, 'name': 'Obnoxious', 'count': 8}, {'id': 1, 'name': 'Beautiful', 'count': 47}, {'id': 7, 'name': 'Funny', 'count': 9}, {'id': 21, 'name': 'Unconvincing', 'count': 34}, {'id': 22, 'name': 'Fascinating', 'count': 54}]","['culture', 'economics', 'food', 'global issues', 'peace', 'politics', 'war']",Ending hunger now,812508
351,470,48,Julian Treasure: 5 ways to listen better,"[{'id': 26, 'name': 'Obnoxious', 'count': 74}, {'id': 25, 'name': 'OK', 'count': 532}, {'id': 3, 'name': 'Courageous', 'count': 164}, {'id': 10, 'name': 'Inspiring', 'count': 2334}, {'id': 8, 'name': 'Informative', 'count': 2027}, {'id': 1, 'name': 'Beautiful', 'count': 577}, {'id': 24, 'name': 'Persuasive', 'count': 1219}, {'id': 22, 'name': 'Fascinating', 'count': 984}, {'id': 9, 'name': 'Ingenious', 'count': 229}, {'id': 23, 'name': 'Jaw-dropping', 'count': 83}, {'id': 21, 'name': 'Unconvincing', 'count': 132}, {'id': 7, 'name': 'Funny', 'count': 92}, {'id': 2, 'name': 'Confusing', 'count': 60}, {'id': 11, 'name': 'Longwinded', 'count': 52}]","['culture', 'social change', 'sound']",5 ways to listen better,5402228
189,329,42,Adam Ostrow: After your final status update,"[{'id': 22, 'name': 'Fascinating', 'count': 348}, {'id': 8, 'name': 'Informative', 'count': 314}, {'id': 24, 'name': 'Persuasive', 'count': 90}, {'id': 25, 'name': 'OK', 'count': 227}, {'id': 26, 'name': 'Obnoxious', 'count': 44}, {'id': 21, 'name': 'Unconvincing', 'count': 160}, {'id': 2, 'name': 'Confusing', 'count': 17}, {'id': 3, 'name': 'Courageous', 'count': 31}, {'id': 10, 'name': 'Inspiring', 'count': 102}, {'id': 23, 'name': 'Jaw-dropping', 'count': 52}, {'id': 9, 'name': 'Ingenious', 'count': 80}, {'id': 1, 'name': 'Beautiful', 'count': 12}, {'id': 7, 'name': 'Funny', 'count': 26}, {'id': 11, 'name': 'Longwinded', 'count': 25}]","['consciousness', 'culture', 'self', 'social change', 'social media', 'technology']",After your final status update,1134961
375,771,37,Harald Haas: Wireless data from every light bulb,"[{'id': 9, 'name': 'Ingenious', 'count': 1235}, {'id': 10, 'name': 'Inspiring', 'count': 539}, {'id': 22, 'name': 'Fascinating', 'count': 719}, {'id': 8, 'name': 'Informative', 'count': 455}, {'id': 2, 'name': 'Confusing', 'count': 25}, {'id': 21, 'name': 'Unconvincing', 'count': 119}, {'id': 24, 'name': 'Persuasive', 'count': 154}, {'id': 23, 'name': 'Jaw-dropping', 'count': 482}, {'id': 11, 'name': 'Longwinded', 'count': 63}, {'id': 3, 'name': 'Courageous', 'count': 40}, {'id': 26, 'name': 'Obnoxious', 'count': 16}, {'id': 25, 'name': 'OK', 'count': 104}, {'id': 1, 'name': 'Beautiful', 'count': 85}, {'id': 7, 'name': 'Funny', 'count': 8}]","['Internet', 'cities', 'invention', 'technology']",Wireless data from every light bulb,2500389
405,1210,43,Mark Pagel: How language transformed humanity,"[{'id': 8, 'name': 'Informative', 'count': 624}, {'id': 22, 'name': 'Fascinating', 'count': 440}, {'id': 10, 'name': 'Inspiring', 'count': 174}, {'id': 21, 'name': 'Unconvincing', 'count': 389}, {'id': 7, 'name': 'Funny', 'count': 17}, {'id': 24, 'name': 'Persuasive', 'count': 187}, {'id': 26, 'name': 'Obnoxious', 'count': 125}, {'id': 9, 'name': 'Ingenious', 'count': 93}, {'id': 11, 'name': 'Longwinded', 'count': 107}, {'id': 25, 'name': 'OK', 'count': 178}, {'id': 2, 'name': 'Confusing', 'count': 38}, {'id': 3, 'name': 'Courageous', 'count': 30}, {'id': 1, 'name': 'Beautiful', 'count': 32}, {'id': 23, 'name': 'Jaw-dropping', 'count': 48}]","['biology', 'communication', 'culture', 'evolution', 'language', 'science']",How language transformed humanity,1421357
75,325,38,Jessica Green: Are we filtering the wrong microbes?,"[{'id': 22, 'name': 'Fascinating', 'count': 126}, {'id': 8, 'name': 'Informative', 'count': 361}, {'id': 24, 'name': 'Persuasive', 'count': 139}, {'id': 21, 'name': 'Unconvincing', 'count': 29}, {'id': 25, 'name': 'OK', 'count': 70}, {'id': 9, 'name': 'Ingenious', 'count': 47}, {'id': 10, 'name': 'Inspiring', 'count': 53}, {'id': 26, 'name': 'Obnoxious', 'count': 5}, {'id': 23, 'name': 'Jaw-dropping', 'count': 15}, {'id': 2, 'name': 'Confusing', 'count': 16}, {'id': 7, 'name': 'Funny', 'count': 6}, {'id': 1, 'name': 'Beautiful', 'count': 5}, {'id': 11, 'name': 'Longwinded', 'count': 10}, {'id': 3, 'name': 'Courageous', 'count': 5}]","['TED Fellows', 'health', 'microbiology', 'science']",Are we filtering the wrong microbes?,551041
656,286,39,Philip Zimbardo: The demise of guys?,"[{'id': 7, 'name': 'Funny', 'count': 708}, {'id': 8, 'name': 'Informative', 'count': 837}, {'id': 24, 'name': 'Persuasive', 'count': 521}, {'id': 9, 'name': 'Ingenious', 'count': 89}, {'id': 3, 'name': 'Courageous', 'count': 157}, {'id': 25, 'name': 'OK', 'count': 118}, {'id': 23, 'name': 'Jaw-dropping', 'count': 138}, {'id': 22, 'name': 'Fascinating', 'count': 320}, {'id': 10, 'name': 'Inspiring', 'count': 162}, {'id': 21, 'name': 'Unconvincing', 'count': 232}, {'id': 26, 'name': 'Obnoxious', 'count': 87}, {'id': 2, 'name': 'Confusing', 'count': 25}, {'id': 1, 'name': 'Beautiful', 'count': 31}, {'id': 11, 'name': 'Longwinded', 'count': 9}]","['culture', 'feminism', 'gaming', 'gender', 'sex']",The demise of guys?,2190746
300,778,37,"Eve Ensler: Suddenly, my body","[{'id': 10, 'name': 'Inspiring', 'count': 828}, {'id': 3, 'name': 'Courageous', 'count': 769}, {'id': 24, 'name': 'Persuasive', 'count': 90}, {'id': 1, 'name': 'Beautiful', 'count': 498}, {'id': 22, 'name': 'Fascinating', 'count': 158}, {'id': 23, 'name': 'Jaw-dropping', 'count': 246}, {'id': 8, 'name': 'Informative', 'count': 56}, {'id': 7, 'name': 'Funny', 'count': 10}, {'id': 9, 'name': 'Ingenious', 'count': 41}, {'id': 11, 'name': 'Longwinded', 'count': 119}, {'id': 26, 'name': 'Obnoxious', 'count': 204}, {'id': 21, 'name': 'Unconvincing', 'count': 127}, {'id': 2, 'name': 'Confusing', 'count': 122}, {'id': 25, 'name': 'OK', 'count': 79}]","['Human body', 'activism', 'brain', 'cancer', 'culture', 'poetry']","Suddenly, my body",1349669
131,613,34,Alex Steffen: The shareable future of cities,"[{'id': 10, 'name': 'Inspiring', 'count': 373}, {'id': 8, 'name': 'Informative', 'count': 319}, {'id': 9, 'name': 'Ingenious', 'count': 99}, {'id': 11, 'name': 'Longwinded', 'count': 13}, {'id': 24, 'name': 'Persuasive', 'count': 283}, {'id': 22, 'name': 'Fascinating', 'count': 148}, {'id': 7, 'name': 'Funny', 'count': 19}, {'id': 25, 'name': 'OK', 'count': 78}, {'id': 3, 'name': 'Courageous', 'count': 36}, {'id': 21, 'name': 'Unconvincing', 'count': 49}, {'id': 1, 'name': 'Beautiful', 'count': 33}, {'id': 23, 'name': 'Jaw-dropping', 'count': 30}, {'id': 2, 'name': 'Confusing', 'count': 8}, {'id': 26, 'name': 'Obnoxious', 'count': 5}]","['architecture', 'cities', 'collaboration', 'design', 'energy', 'environment', 'green', 'infrastructure', 'technology']",The shareable future of cities,984738
82,703,33,Dyan deNapoli: The great penguin rescue,"[{'id': 25, 'name': 'OK', 'count': 39}, {'id': 11, 'name': 'Longwinded', 'count': 5}, {'id': 21, 'name': 'Unconvincing', 'count': 9}, {'id': 10, 'name': 'Inspiring', 'count': 247}, {'id': 8, 'name': 'Informative', 'count': 103}, {'id': 22, 'name': 'Fascinating', 'count': 64}, {'id': 24, 'name': 'Persuasive', 'count': 56}, {'id': 3, 'name': 'Courageous', 'count': 86}, {'id': 1, 'name': 'Beautiful', 'count': 56}, {'id': 9, 'name': 'Ingenious', 'count': 15}, {'id': 23, 'name': 'Jaw-dropping', 'count': 28}, {'id': 26, 'name': 'Obnoxious', 'count': 2}, {'id': 2, 'name': 'Confusing', 'count': 0}, {'id': 7, 'name': 'Funny', 'count': 0}]","['TEDx', 'animals', 'birds', 'collaboration', 'global issues', 'oceans', 'science']",The great penguin rescue,393695
311,1061,35,Jeremy Gilley: One day of peace,"[{'id': 10, 'name': 'Inspiring', 'count': 777}, {'id': 24, 'name': 'Persuasive', 'count': 288}, {'id': 3, 'name': 'Courageous', 'count': 331}, {'id': 22, 'name': 'Fascinating', 'count': 95}, {'id': 8, 'name': 'Informative', 'count': 75}, {'id': 23, 'name': 'Jaw-dropping', 'count': 119}, {'id': 1, 'name': 'Beautiful', 'count': 118}, {'id': 9, 'name': 'Ingenious', 'count': 71}, {'id': 21, 'name': 'Unconvincing', 'count': 43}, {'id': 11, 'name': 'Longwinded', 'count': 51}, {'id': 25, 'name': 'OK', 'count': 30}, {'id': 2, 'name': 'Confusing', 'count': 6}, {'id': 26, 'name': 'Obnoxious', 'count': 20}, {'id': 7, 'name': 'Funny', 'count': 11}]","['activism', 'collaboration', 'global issues', 'nonviolence', 'peace', 'war']",One day of peace,842057
131,264,41,Lucianne Walkowicz: Finding planets around other stars,"[{'id': 23, 'name': 'Jaw-dropping', 'count': 19}, {'id': 24, 'name': 'Persuasive', 'count': 42}, {'id': 22, 'name': 'Fascinating', 'count': 202}, {'id': 8, 'name': 'Informative', 'count': 366}, {'id': 10, 'name': 'Inspiring', 'count': 117}, {'id': 1, 'name': 'Beautiful', 'count': 61}, {'id': 25, 'name': 'OK', 'count': 150}, {'id': 3, 'name': 'Courageous', 'count': 13}, {'id': 26, 'name': 'Obnoxious', 'count': 7}, {'id': 2, 'name': 'Confusing', 'count': 14}, {'id': 21, 'name': 'Unconvincing', 'count': 25}, {'id': 9, 'name': 'Ingenious', 'count': 37}, {'id': 11, 'name': 'Longwinded', 'count': 7}, {'id': 7, 'name': 'Funny', 'count': 9}]","['TED Fellows', 'exploration', 'science', 'technology', 'telescopes', 'universe']",Finding planets around other stars,1079565
380,307,47,Marco Tempest: The magic of truth and lies (and iPods),"[{'id': 22, 'name': 'Fascinating', 'count': 1646}, {'id': 1, 'name': 'Beautiful', 'count': 1419}, {'id': 23, 'name': 'Jaw-dropping', 'count': 1324}, {'id': 7, 'name': 'Funny', 'count': 527}, {'id': 9, 'name': 'Ingenious', 'count': 1102}, {'id': 10, 'name': 'Inspiring', 'count': 574}, {'id': 8, 'name': 'Informative', 'count': 116}, {'id': 25, 'name': 'OK', 'count': 226}, {'id': 24, 'name': 'Persuasive', 'count': 116}, {'id': 21, 'name': 'Unconvincing', 'count': 100}, {'id': 3, 'name': 'Courageous', 'count': 37}, {'id': 26, 'name': 'Obnoxious', 'count': 40}, {'id': 2, 'name': 'Confusing', 'count': 35}, {'id': 11, 'name': 'Longwinded', 'count': 41}]","['art', 'design', 'entertainment', 'illusion', 'magic', 'music', 'technology']",The magic of truth and lies (and iPods),5447236
63,335,41,Dan Ariely: Beware conflicts of interest,"[{'id': 24, 'name': 'Persuasive', 'count': 190}, {'id': 10, 'name': 'Inspiring', 'count': 132}, {'id': 25, 'name': 'OK', 'count': 222}, {'id': 8, 'name': 'Informative', 'count': 257}, {'id': 22, 'name': 'Fascinating', 'count': 93}, {'id': 3, 'name': 'Courageous', 'count': 52}, {'id': 21, 'name': 'Unconvincing', 'count': 61}, {'id': 9, 'name': 'Ingenious', 'count': 35}, {'id': 11, 'name': 'Longwinded', 'count': 18}, {'id': 1, 'name': 'Beautiful', 'count': 20}, {'id': 7, 'name': 'Funny', 'count': 92}, {'id': 26, 'name': 'Obnoxious', 'count': 9}, {'id': 2, 'name': 'Confusing', 'count': 24}, {'id': 23, 'name': 'Jaw-dropping', 'count': 7}]","['cognitive science', 'economics', 'medical research', 'science', 'technology']",Beware conflicts of interest,1055562
143,1021,33,Svante Pääbo: DNA clues to our inner neanderthal,"[{'id': 25, 'name': 'OK', 'count': 56}, {'id': 11, 'name': 'Longwinded', 'count': 35}, {'id': 8, 'name': 'Informative', 'count': 405}, {'id': 22, 'name': 'Fascinating', 'count': 411}, {'id': 24, 'name': 'Persuasive', 'count': 105}, {'id': 23, 'name': 'Jaw-dropping', 'count': 66}, {'id': 9, 'name': 'Ingenious', 'count': 56}, {'id': 10, 'name': 'Inspiring', 'count': 65}, {'id': 1, 'name': 'Beautiful', 'count': 24}, {'id': 3, 'name': 'Courageous', 'count': 15}, {'id': 26, 'name': 'Obnoxious', 'count': 9}, {'id': 2, 'name': 'Confusing', 'count': 14}, {'id': 21, 'name': 'Unconvincing', 'count': 21}, {'id': 7, 'name': 'Funny', 'count': 2}]","['DNA', 'biology', 'evolution', 'science']",DNA clues to our inner neanderthal,1399333
323,651,35,Julia Bacha: Pay attention to nonviolence,"[{'id': 10, 'name': 'Inspiring', 'count': 745}, {'id': 24, 'name': 'Persuasive', 'count': 501}, {'id': 8, 'name': 'Informative', 'count': 364}, {'id': 3, 'name': 'Courageous', 'count': 356}, {'id': 9, 'name': 'Ingenious', 'count': 39}, {'id': 22, 'name': 'Fascinating', 'count': 84}, {'id': 7, 'name': 'Funny', 'count': 8}, {'id': 11, 'name': 'Longwinded', 'count': 14}, {'id': 21, 'name': 'Unconvincing', 'count': 73}, {'id': 2, 'name': 'Confusing', 'count': 14}, {'id': 26, 'name': 'Obnoxious', 'count': 45}, {'id': 23, 'name': 'Jaw-dropping', 'count': 60}, {'id': 1, 'name': 'Beautiful', 'count': 120}, {'id': 25, 'name': 'OK', 'count': 41}]","['communication', 'compassion', 'entertainment', 'film', 'nonviolence', 'peace', 'violence', 'war']",Pay attention to nonviolence,740934
156,364,34,Skylar Tibbits: Can we make things that make themselves?,"[{'id': 10, 'name': 'Inspiring', 'count': 141}, {'id': 9, 'name': 'Ingenious', 'count': 185}, {'id': 8, 'name': 'Informative', 'count': 179}, {'id': 25, 'name': 'OK', 'count': 159}, {'id': 22, 'name': 'Fascinating', 'count': 178}, {'id': 1, 'name': 'Beautiful', 'count': 8}, {'id': 23, 'name': 'Jaw-dropping', 'count': 38}, {'id': 21, 'name': 'Unconvincing', 'count': 240}, {'id': 11, 'name': 'Longwinded', 'count': 35}, {'id': 26, 'name': 'Obnoxious', 'count': 14}, {'id': 2, 'name': 'Confusing', 'count': 115}, {'id': 24, 'name': 'Persuasive', 'count': 29}, {'id': 3, 'name': 'Courageous', 'count': 15}, {'id': 7, 'name': 'Funny', 'count': 5}]","['TED Fellows', 'design', 'technology']",Can we make things that make themselves?,983929
